title,directors,adaptors,starring,genre,country,release_date,runtime,rate
聚焦 Spotlight,汤姆·麦卡锡,乔希·辛格/汤姆·麦卡锡,马克·鲁弗洛/迈克尔·基顿/瑞秋·麦克亚当斯/列维·施瑞博尔/约翰·斯拉特里/布莱恩·达西·詹姆斯/斯坦利·图齐/比利·克鲁德普/保罗·吉尔福伊尔/杰米·谢尔丹/兰·卡琉/尼尔·哈夫/迈克尔·西里尔·克赖顿/迈克尔·康特里曼,剧情/传记, 美国 / 加拿大,2015-09-03(威尼斯电影节)/2015-11-25(美国),128分钟,8.8
妇女参政论者 Suffragette,莎拉·加芙隆,艾比·摩根,凯瑞·穆里根/海伦娜·伯翰·卡特/布莱丹·格里森/安-玛莉·杜芙/本·卫肖/梅丽尔·斯特里普/萝玛拉·嘉瑞/杰夫·贝尔/萨缪尔·韦斯特/摩根·华金斯/娜塔莉·普莱斯/玛瑞沃拉·嘉沃斯卡/理查德·班克斯/李·尼古拉斯·哈里斯,剧情/传记/历史, 英国,2015-09-04(特柳赖德电影节)/2015-10-12(英国),106分钟,8.1
房间 Room,伦尼·阿伯拉罕森,艾玛·多诺霍,布丽·拉尔森/雅各布·特伦布莱/琼·艾伦/肖恩·布里吉格斯/威廉姆·H·梅西/梅根·帕克/阿曼达·布鲁盖尔/卡斯·安瓦尔/乔·平格/温迪·古逊/兰道尔·爱德华/杰克·富尔顿/汤姆·麦卡穆斯,剧情/家庭, 爱尔兰 / 加拿大,2015-09-04(特柳赖德电影节)/2016-01-15(爱尔兰),118分钟,8.8
丹麦女孩 The Danish Girl,汤姆·霍珀,露辛达·考克森/大卫·艾伯豪夫,埃迪·雷德梅恩/艾丽西亚·维坎德/本·卫肖/塞巴斯蒂安·科赫/艾梅柏·希尔德/马提亚斯·修奈尔/尼古拉斯·伍德森/皮普·托伦斯/克劳斯·布埃/埃默拉尔德·芬内尔/理查德·迪克森,剧情/爱情/传记, 英国 / 美国 / 比利时 / 丹麦 / 德国,2015-09-05(威尼斯电影节)/2016-01-01(英国),119分钟,8.1
塔洛,万玛才旦,万玛才旦,西德尼玛/杨秀措,剧情, 中国大陆,2016-12-09(中国大陆)/2015-09-05(威尼斯电影节),123分钟(公映版),7.7
杀破狼2 殺破狼2,郑保瑞,黄英/梁礼彦,吴京/托尼·贾/张晋/任达华/卢惠光/恭硕良/林嘉华/蔡瀚亿/艾威/姜皓文/张驰/寇占文/古天乐/袁嘉敏,剧情/动作/犯罪, 香港 / 中国大陆,2015-06-18(中国大陆),120分钟,7.3
头脑特工队 Inside Out,彼特·道格特/罗纳尔多·德尔·卡门,彼特·道格特/罗纳尔多·德尔·卡门/梅格·勒福夫/乔什·库雷/迈克尔·阿恩特/西蒙·里奇/鲍勃·彼德森/比尔·哈德尔/艾米·波勒,艾米·波勒/菲利丝·史密斯/理查德·坎德/比尔·哈德尔/刘易斯·布莱克/敏迪·卡灵/凯特林·迪亚斯/戴安·琳恩/凯尔·麦克拉克伦/波拉·庞德斯通/鲍比·莫尼汉/宝拉·佩尔/大卫·戈尔兹/弗兰克·奥兹/乔什·库雷/弗利/约翰·拉岑贝格/卡洛斯·阿拉斯拉奇/皮特·萨加尔/拉什达·琼斯/罗里·艾伦/约翰·齐甘/雪莉·琳恩/拉瑞恩·纽曼/帕丽斯·冯·戴克,喜剧/动画/冒险, 美国,2015-10-06(中国大陆)/2015-06-19(美国),95分钟,8.7
阴差阳错的女演员们 かもしれない女優たち,関和亮,升野英知,竹内结子/真木阳子/水川麻美/片桐仁/升野英知,剧情/奇幻, 日本,2015-06-23(日本),68分钟,8.1
感化院 Freistatt,马克·布鲁蒙德,马克·布鲁蒙德/妮可·阿姆博斯特,乔纳斯·伯格/路易斯·霍夫曼/杰拉德·亚历山大·海德/施特凡·格罗斯曼/马克思·雷迈特/乌尔里希·图库尔/安娜·布拉德-维尔纳/阿克西尔·普拉尔/乌韦·博姆/马古斯·克罗杰尔,剧情, 德国,2015-06-25(德国)/2015-06(上海国际电影节),104分钟,8.4
我是路人甲,尔冬升,尔冬升,万国鹏/王婷/沈凯/徐小琴/林晨/魏星/蒿怡帆/蒿怡菲/覃培军/王昭/张文斌/林俭/耿立树/张喜来/周鹏/寇骏/姜涛/袁咏仪/方中信/刘伟强/冯德伦/吴彦祖/尔冬升/麦兆辉/庄文强/方平/张静初/许鞍华/林更新/蒋梦婕/陆剑明,剧情/喜剧, 中国大陆 / 香港,2015-07-03(中国大陆),134分钟,7.2
老笠,火火,火火/谭广源/贺鑫,郭伟亮/林雪/冯淬帆/曾国祥/姜皓文/马志威/卢惠光/崔碧珈/雷琛瑜/周祉君,惊悚/犯罪, 香港,2015-07-05(纽约亚洲电影节)/2016-04-14(香港),93分钟,7.4
巴霍巴利王(上)：开端 Baahubali: The Beginning,S·S·拉贾穆里,维杰耶德拉·普拉萨德/S·S·拉贾穆里/C·H·维杰·库马尔/阿贾·库马尔/马德汉·卡尔基/马努杰·芒塔希尔,帕拉巴斯/拉纳·达格巴提/特曼娜·芭蒂亚/拉姆亚·克里希南/安努舒卡·谢蒂/纳赛尔/挲塞亚拉杰/塔尼克拉·巴拉尼/苏迪普/罗希尼,剧情/动作/战争/奇幻/冒险, 印度,2016-07-22(中国大陆)/2015-07-10(印度),129分钟(中国大陆),7.2
小黄人大眼萌 Minions,凯尔·巴尔达/皮埃尔·科凡,布莱恩·林奇,桑德拉·布洛克/乔恩·哈姆/迈克尔·基顿/艾莉森·珍妮/史蒂夫·库根/珍妮弗·桑德斯/杰弗里·拉什/史蒂夫·卡瑞尔/皮埃尔·科凡/凯蒂·米克松/迈克尔·贝亚蒂/真田广之/大卫·罗森鲍姆/亚历克斯·道丁/保罗·索恩利,喜剧/动画, 美国,2015-09-13(中国大陆)/2015-07-10(美国),91分钟,7.3
西游记之大圣归来,田晓鹏,田晓鹏/刘虎/米粒/金冉/金成,张磊/林子杰/吴文伦/童自荣/刘九容/吴迪/刘北辰/赵乾景/周帅,喜剧/动作/动画/奇幻, 中国大陆,2015-07-10(中国大陆),89分钟,8.2
怪物之子 バケモノの子,细田守,细田守,役所广司/宫崎葵/染谷将太/广濑铃/山路和弘/宫野真守/山口胜平/长塚圭史/麻生久美子/黑木华/诸星堇/大野百花/津川雅彦/中川雅也/大泉洋,动作/动画/奇幻/冒险, 日本,2015-07-11(日本)/2016-03-04(美国),119分钟,7.6
斯坦福监狱实验 The Stanford Prison Experiment,凯尔·帕特里克·奥瓦内兹,Tim Talbott,埃兹拉·米勒/李起弘/奥莉薇·瑟尔比/比利·克鲁德普/迈克尔·安格拉诺/莫伊塞斯·阿里亚斯/泰伊·谢里丹/卡兰·麦克奥利菲/约翰尼·西蒙斯/尼可拉斯·博朗/杰克·基默/詹姆斯·弗兰切威勒/托马斯·曼/尼尔森·埃利斯/布莱特·达文,剧情/惊悚, 美国,2015-07-17(美国),122分钟,7.3
蚁人 Ant-Man,佩顿·里德,斯坦·李/杰克·科比/拉里·利伯/埃德加·赖特/乔·考尼什/亚当·麦凯/保罗·路德,保罗·路德/迈克尔·道格拉斯/伊万杰琳·莉莉/寇瑞·斯托尔/迈克尔·佩纳/大卫·达斯马齐连/朱迪·格雷尔/鲍比·坎纳瓦尔/约翰·斯拉特里/伍德·哈里斯/T.I./海莉·阿特维尔/瓦内萨·罗斯/马丁·唐文/乔·克里斯特/艾比·莱德·弗特森/安东尼·麦凯/加勒特·莫里斯/尼尔·汉博格/鲁德·哈利特/斯坦·李/克里斯·埃文斯/塞巴斯蒂安·斯坦,动作/科幻/冒险, 美国,2015-10-16(中国大陆)/2015-07-17(美国),117分钟,7.6
小萝莉的猴神大叔 Bajrangi Bhaijaan,卡比尔·汗,卡比尔·汗/维杰耶德拉·普拉萨德,萨尔曼·汗/哈莎莉·马洛特拉/卡琳娜·卡普尔/纳瓦祖丁·席迪圭/埃朗·哈斯米,剧情/喜剧/动作/爱情, 印度,2015-07-17(印度),159分钟,8.7
暗杀 암살,崔东勋,崔东勋/李基哲,全智贤/李政宰/河正宇/吴达洙/赵震雄/李璟荣/崔德门/金义城/朴炳垠 /陈庆/金海淑/曹承佑/河知元,剧情/动作/历史/犯罪, 韩国,2015-09-17(中国大陆)/2015-07-22(韩国),139分钟,8.0
铁拳 Southpaw,安东尼·福奎阿,科特·萨特,杰克·吉伦哈尔/福里斯特·惠特克/瑞秋·麦克亚当斯/乌娜·劳伦斯/50分/司盖兰·布鲁克斯/娜奥米·哈里斯/维克托·奥尔蒂斯/博·纳普/米格尔·戈麦斯,剧情/动作/运动, 美国 / 中国大陆,2016-09-02(中国大陆)/2015-07-24(美国),123分钟,7.2
假期历险记 Vacation,乔纳森·M·戈尔茨坦/约翰·弗朗西斯·戴利,乔纳森·M·戈尔茨坦/约翰·弗朗西斯·戴利,艾德·赫尔姆斯/克里斯蒂娜·艾伯盖特/莱斯利·曼恩/比佛莉·德安姬罗/切维·切斯/克里斯·海姆斯沃斯/伊丽莎白·吉莱丝/斯凯勒·吉桑多/尼克·克罗尔/查理·戴/科甘-迈克尔·凯/凯特琳·奥尔森/迈克尔·佩纳/雷吉娜·赫尔/山姆·莱文,喜剧/家庭/冒险, 美国,2015-07-29(美国),99分钟,7.1
旅行终点 The End of the Tour,詹姆斯·庞索特,唐纳德·马格利斯/大卫·利普斯基,杰森·席格尔/杰西·艾森伯格/安娜·克鲁姆斯基/麦米·古默/琼·库萨克/朗·里维斯顿/米奇·萨姆纳/琳赛·伊丽莎白,剧情, 美国,2015-07-31(美国)/2015-11-12(巴西),106分钟,7.8
误杀瞒天记 Drishyam,尼西卡特·卡马特,乌皮德拉·塞德海耶,阿贾耶·德乌干/塔布/施芮娅·萨兰/拉贾特·卡普尔/伊西塔·杜塔/莫伦诺·贾达夫/皮拉桑纳·凯特卡尔/尤盖莎·索南/帕拉斯莫什·帕拉布,剧情/悬疑/犯罪, 印度,2015-07-31(印度),163分钟,8.2
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,克里斯托弗·麦奎里,克里斯托弗·麦奎里/德鲁·皮尔斯/布鲁斯·盖勒,汤姆·克鲁斯/杰瑞米·雷纳/西蒙·佩吉/丽贝卡·弗格森/文·瑞姆斯/西恩·哈里斯/西蒙·迈克伯尼/张静初/汤姆·霍兰德/延斯·赫尔腾/亚历克·鲍德温/亚历克·乌特戈夫/赫敏·科菲尔德/阿美莉嘉·奥利沃/拉斯科·阿特金斯/肖恩·克罗宁/明格斯·约翰斯顿,动作/惊悚/冒险, 美国 / 香港 / 中国大陆,2015-09-08(中国大陆)/2015-07-31(美国),131分钟,7.7
生化危机：复仇 バイオハザード：ヴェンデッタ,辻本贵则,深见真/乔·麦克林,艾琳·卡希尔/达林·德·保罗/布莱恩·T·德莱尼/约翰·德米塔/凯文·多曼/杰森·范特/阿里夫·S·金成/玛丽·伊丽莎白·麦格林/马修·默瑟/托尼·奥立佛/阿尼·潘托哈/亚历山大·博林斯基/凯伦·斯特拉斯曼,动作/动画/恐怖/冒险, 日本,2017-05-27(日本),97分钟,6.4
蓝精灵：寻找神秘村 Smurfs: The Lost Village,凯利·阿斯博瑞,帕米拉·里本/斯泰西·哈曼/佩约,黛米·洛瓦托/雷恩·威尔森/乔·曼根尼罗/杰克·麦克布瑞尔/丹尼·朴迪/曼迪·帕廷金/迪·布拉雷·贝克尔/弗兰克·维尔克/米歇尔·罗德里格兹/艾丽·坎伯尔/朱莉娅·罗伯茨/阿芮尔·温特/梅根·崔娜/布雷特·马内尔/凯利·阿斯博瑞/杰克·约翰逊/加布里埃尔·伊格莱西亚斯/泰塔斯·伯吉斯/杰夫·敦哈姆/戈登·拉姆齐,喜剧/动画/奇幻/冒险, 美国,2017-04-21(中国大陆)/2017-03-25(格鲁吉亚)/2017-04-07(美国),90分钟,6.3
攻壳机动队 Ghost in the Shell,鲁伯特·桑德斯,士郎正宗/杰米·莫斯/威廉·惠勒/伊伦·克鲁格,斯嘉丽·约翰逊/皮鲁·埃斯贝克/北野武/朱丽叶·比诺什/迈克尔·皮特/黄经汉/丹妮西娅·萨马尔/拉札勒斯·雷图勒/泉原豊/托万达·马尼莫/彼得·费迪南多/安娜玛丽亚·玛琳卡/丹尼尔·亨绍尔/安德鲁·斯特林/桃井薰/查尔斯·欧比/福岛莉拉/约瑟夫·纳瓦胡/迈克尔·维克特,动作/科幻/犯罪, 美国,2017-04-07(中国大陆)/2017-03-29(法国)/2017-03-31(美国),107分钟,6.5
绑架者,徐静蕾/杨翌舒,徐静蕾/杨翌舒,白百何/黄立行/明道/李淳/李玖哲/徐静蕾/梁天,动作/犯罪, 中国大陆 / 台湾 / 香港,2017-03-31(中国大陆),95分钟,4.9
非凡任务,麦兆辉/潘耀明,庄文强,黄轩/段奕宏/郎月婷/祖峰/邢佳栋/王耀庆/王砚辉/丁勇岱/肖聪/李晓川/赵炳锐/代乐乐/陶海,剧情/动作/犯罪, 中国大陆,2017-03-31(中国大陆),122分钟,6.4
嫌疑人X的献身,苏有朋,李佳颖/黄海/苌江/王潮/迟海/冯元良/东野圭吾,王凯/张鲁一/林心如/叶祖新/丁冠森/邓恩熙/成泰燊/赵阳/侯明昊/焉栩嘉/任熙青/李炳易/李宏/赵燕国彰,悬疑/犯罪, 中国大陆,2017-03-31(中国大陆),112分钟,6.4
三个老枪手 Going in Style,扎克·布拉夫,西奥多·梅尔菲/爱德华·坎农,迈克尔·凯恩/摩根·弗里曼/艾伦·阿金/乔伊·金/安-玛格丽特/克里斯托弗·洛伊德/彼得·塞拉菲诺威茨/马特·狄龙/玛丽亚·迪齐亚/希博汗·法隆/约翰·奥提兹/基南·汤普森/凯特琳·卡尔森/乔什·帕斯/南希·卡斯特罗,喜剧/犯罪, 美国,2017-04-07(美国),96分钟,7.6
速度与激情8 The Fate of the Furious,F·加里·格雷,克里斯·摩根/盖瑞·斯科特·汤普森,范·迪塞尔/道恩·强森/查理兹·塞隆/杰森·斯坦森/米歇尔·罗德里格兹/泰瑞斯·吉布森/卢达克里斯/库尔特·拉塞尔/娜塔莉·伊曼纽尔/卢克·伊万斯/埃尔莎·帕塔奇/克里斯托弗·海维尤/斯科特·伊斯特伍德/帕特里克·圣埃斯普利特,动作/犯罪, 美国,2017-04-14(美国/中国大陆)/2017-04-12(法国),136分钟,7.1
异形：契约 Alien: Covenant,雷德利·斯科特,迈克尔·格林/约翰·洛根/杰克·帕格恩,迈克尔·法斯宾德/凯瑟琳·沃特斯顿/比利·克鲁德普/丹尼·麦克布莱德/德米安·比齐尔/卡门·艾乔戈/朱西·斯莫利特/考莉·埃尔南德斯/艾米·西米茨/纳撒尼尔·迪安/亚历山大·英格兰/本杰明·里格比/乌利·拉图基孚/泰丝·哈乌布里奇/罗蕾莱·金/哈维尔·博泰特/詹姆斯·弗兰科/盖·皮尔斯/劳米·拉佩斯,科幻/惊悚/恐怖, 美国,2017-06-16(中国大陆)/2017-05-10(法国)/2017-05-19(美国),122分钟,7.3
比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,李安,让-克里斯托弗·卡斯特里/本·方丹,乔·阿尔文/加内特·赫德兰/克里斯汀·斯图尔特/范·迪塞尔/李淳/麦肯兹·利/史蒂夫·马丁/克里斯·塔克/本·普拉特/阿图罗·卡斯特罗/亚斯特罗/博·纳普/伊斯梅尔·克鲁斯·科尔多瓦/巴尼·哈里斯/布鲁斯·麦金农,剧情/战争, 美国 / 英国 / 中国大陆,2016-11-11(美国/中国大陆)/2016-10-15(纽约电影节),113分钟,8.4
驴得水,周申/刘露,周申/刘露,任素汐/大力/刘帅良/裴魁山/阿如那/韩彦博/卜冠今/王堃/高阳/苏千越/查尔斯·亚瑟/王峰,剧情/喜剧, 中国大陆,2016-10-28(中国大陆),111分钟,8.3
流浪猫鲍勃 A Street Cat Named Bob,罗杰·斯波蒂伍德,提姆·约翰/玛丽亚·内申/詹姆士·鲍恩/加里·詹金斯,卢克·崔德威/猫鲍勃/露塔·格德米纳斯/琼安·弗洛加特/安东尼·海德/戴伦·伊万斯/里维拉·吉迪恩/洛琳·艾什本/阿卡巴尔·库尔塔/约翰·亨肖/贝丝·戈达德/伊万娜·贝斯克/妮娜·瓦迪娅/罗茜·伊德/鲁斯·西恩/卡罗琳·古多尔/罗伯·贾维斯/李·尼古拉斯·哈里斯/丹尼尔·斯蒂森,剧情/喜剧/传记, 英国,2016-11-04(英国),103分钟,8.1
血战钢锯岭 Hacksaw Ridge,梅尔·吉布森,安德鲁·奈特/罗伯特·申坎,安德鲁·加菲尔德/萨姆·沃辛顿/文斯·沃恩/雨果·维文/卢克·布雷西/泰莉莎·帕尔墨/瑞切尔·格里菲斯/纳撒尼尔·布佐尼克/理查德·劳斯伯格/马特·纳夫莱/费拉斯·迪拉尼/瑞安·柯尔/卢克·佩格勒,剧情/动作/传记/历史/战争, 美国 / 澳大利亚,2016-12-08(中国大陆)/2016-11-04(美国),139分钟(中国大陆),8.7
斯隆女士 Miss Sloane,约翰·麦登,乔纳森·佩雷拉,杰西卡·查斯坦/古古·姆巴塔-劳/约翰·利特高/艾丽森·皮尔/迈克尔·斯图巴/马克·斯特朗/杰克·莱西/道格拉斯·史密斯/萨姆·沃特森/迪伦·贝克/恩尼斯·埃斯莫/梅格翰·法伊/亚历桑德拉·卡斯蒂略/凯尔·麦克/杰克·默里,剧情/惊悚, 美国 / 法国,2016-11-11(AFI影展)/2016-12-09(美国),132分钟,8.7
爱国者日 Patriots Day,彼得·博格,彼得·博格/马特·库克/约书亚·祖特曼/保罗·塔马西/埃瑞克·约翰逊,马克·沃尔伯格/米歇尔·莫纳汉/J·K·西蒙斯/约翰·古德曼/梅莉莎·班诺伊/凯文·贝肯/亚历克斯·沃尔夫/蕾切尔·布罗斯纳安/埃里卡·麦克德莫特/克里斯朵夫·奥谢/文森特·库拉托拉/詹姆斯·科尔比/欧阳万成/Themo Melikidze,剧情/惊悚/历史, 美国,2016-11-17(AFI影展)/2017-01-13(美国),133分钟,8.1
摔跤吧！爸爸 Dangal,涅提·蒂瓦里,比于什·古普塔/施热亚·简,阿米尔·汗/法缇玛·萨那·纱卡/桑亚·玛荷塔/阿帕尔夏克提·库拉那/沙克希·坦沃/泽伊拉·沃西姆/苏哈妮·巴特纳格尔/里特维克·萨霍里/吉里什·库卡尼,剧情/传记/运动, 印度,2017-05-05(中国大陆)/2016-12-23(印度),161分钟(印度),9.1
隐藏人物 Hidden Figures,西奥多·梅尔菲,艾莉森·施罗德/西奥多·梅尔菲/玛戈特·李·谢特利,塔拉吉·P·汉森/奥克塔维亚·斯宾瑟/加奈儿·梦奈/凯文·科斯特纳/克斯汀·邓斯特/吉姆·帕森斯/马赫沙拉·阿里/阿尔迪斯·霍吉/格伦·鲍威尔/金贝利·奎恩/奥莱克·克鲁帕,剧情/传记/历史, 美国,2016-12-25(美国),127分钟,8.6
猜火车2 T2 Trainspotting,丹尼·博伊尔,约翰·霍奇/埃文·威尔什,伊万·麦克格雷格/约翰尼·李·米勒/罗伯特·卡莱尔/艾文·布莱纳/雪莉·亨德森/安杰拉·奈迪亚科娃/史蒂文·罗伯特森/戈登·肯尼迪/西蒙·韦尔/詹姆斯·卡沙莫/梁佩诗/阿塔·雅谷伯/埃文·威尔什/凯莉·麦克唐纳/艾琳·尼古拉斯/凯文·麦克基德/艾米·曼森/波林·林奇/特丽莎·达斯科娃,剧情/犯罪, 英国,2017-01-27(英国),117分钟,8.0
乐高蝙蝠侠大电影 The LEGO Batman Movie,克里斯·麦凯,赛斯·格雷厄姆-史密斯/克里斯·麦克纳/埃里克·萨默斯/贾里德·斯特恩/约翰·惠廷顿/鲍勃·凯恩/比尔·芬格/杰里·西格尔/乔·舒斯特,威尔·阿奈特/罗莎里奥·道森/拉尔夫·费因斯/迈克尔·塞拉/扎克·加利凡纳基斯/珍妮·斯蕾特/玛丽亚·凯莉/查宁·塔图姆/乔纳·希尔/亚当·德维尼/柯南·奥布莱恩/杰森·曼兹沃克斯/艾迪·伊扎德/赛斯·格林/佐伊·克罗维兹/凯特 米库契/瑞琪·琳德赫姆/杰梅奈·克莱门特/艾丽·坎伯尔,喜剧/动作/动画/冒险, 美国,2017-03-03(中国大陆)/2017-02-10(美国),105分钟,8.0
金刚狼3：殊死一战 Logan,詹姆斯·曼高德,詹姆斯·曼高德/迈克尔·格林/斯科特·弗兰克,休·杰克曼/帕特里克·斯图尔特/达芙妮·基恩/波伊德·霍布鲁克/斯戴芬·莫昌特/伊丽莎白·罗德里格斯/多丽丝·莫尔加多/理查德·E·格兰特/玛丽·佩顿·斯图尔特/伊利斯·尼尔/艾瑞琪·拉·塞拉/劳伦·格罗斯/胡安·贾斯帕/克日什托夫·索什斯基/萨博·班克森,剧情/动作/科幻, 美国,2017-03-03(中国大陆/美国)/2017-02-17(柏林电影节)/2017-05-16(黑白版),123分钟(中国大陆),8.3
目击者之追凶 目擊者,程伟豪,程伟豪/陈昱俐/陈彦齐,庄凯勋/许玮甯/柯佳嬿/李铭顺/李淳/陈彦允/郑志伟/汤志伟/卜国耕,悬疑/惊悚/犯罪, 台湾,2017-03-31(台湾)/2017-06-21(上海电影节),117分钟,8.1
天才少女 Gifted,马克·韦布,汤姆·弗林,克里斯·埃文斯/麦肯娜·格瑞丝/琳赛·邓肯/珍妮·斯蕾特/奥克塔维亚·斯宾瑟/迈克尔·肯德尔·卡普兰/约翰·M·杰克逊/格伦·普拉默/约翰·芬/伊丽莎白·玛维尔/坎迪斯·B·哈里斯/乔恩·斯克拉夫/乔娜·肖/朱莉·安·埃默里/吉尔·奥唐奈,剧情/家庭, 美国,2017-04-12(美国),101分钟,8.1
银河护卫队2 Guardians of the Galaxy Vol. 2,詹姆斯·古恩,詹姆斯·古恩/丹·阿布内特/安迪·兰宁,克里斯·普拉特/佐伊·索尔达娜/戴夫·巴蒂斯塔/范·迪塞尔/布莱德利·库珀/凯伦·吉兰/迈克尔·鲁克/庞·克莱门捷夫/伊丽莎白·德比茨基/肖恩·古恩/库尔特·拉塞尔/克里斯·沙利文/大卫·哈塞尔霍夫/西尔维斯特·史泰龙/杨紫琼,动作/科幻/冒险, 美国,2017-05-05(中国大陆/美国)/2017-04-19(洛杉矶首映),136分钟,8.1
比海更深 海よりもまだ深く,是枝裕和,是枝裕和,阿部宽/真木阳子/小林聪美/树木希林/中川雅也/池松壮亮/桥爪功/中村友理/高桥和也/小泽征悦/峰村理惠/古馆宽治/叶山奖之/吉泽太阳,剧情/家庭, 日本,2016-05-18(戛纳国际电影节)/2016-05-21(日本),117分钟,8.6
季春奶奶 계춘할망,尹鸿承,尹鸿承/杨徐铉,尹汝贞/金高银/崔珉豪/申恩廷/朴敏智/柳俊烈/金熙元/梁益准/申银贞,剧情/家庭, 韩国,2016-05-19(韩国),116分钟,8.3
濑户内海 セトウツミ,大森立嗣,大森立嗣/此元和津也/宫崎大,池松壮亮/菅田将晖/中条彩未/铃木卓尔/宇野祥平/冈山天音,剧情/喜剧, 日本,2016-06-12(上海电影节)/2016-07-02(日本),75分钟,8.2
我们的世界 우리들,允佳恩,允佳恩,崔秀英/薛惠/李秀仁/康敏琼,剧情/儿童, 韩国,2016-06-16(韩国),95分钟,8.4
极品基老伴：完结篇 Vicious Series Finale,埃德·拜,加里·詹内蒂,伊恩·麦克莱恩/德里克·雅各比/弗朗西斯·德·拉·图瓦/伊万·瑞恩/玛西娅·沃伦/菲利普-沃斯/艾琳·阿特金斯/弗兰西斯·巴贝/阿利斯泰尔·布拉默/理查德·加德,喜剧/同性, 英国,2016-06-19(美国)/2016-12-16(英国),47分钟,9.3
你的名字。 君の名は。,新海诚,新海诚,神木隆之介/上白石萌音/长泽雅美/市原悦子/成田凌/悠木碧/岛崎信长/石川界人/谷花音/寺杣昌纪/大原沙耶香/井上和彦/茶风林/加藤有花/花泽香菜/寺崎裕香,剧情/爱情/动画, 日本,2016-12-02(中国大陆)/2016-08-26(日本),106分钟,8.5
